,Date,cityName,comment,confirmedCount,curedCount,currentConfirmedCount,deadCount,provinceName,provinceShortName,suspectedCount
25,2020-02-04,Jiaxing,,23,0,,0,Zhejiang Province,Zhejiang,0
26,2020-02-04,Lishui,,16,1,,0,Zhejiang Province,Zhejiang,0
27,2020-02-04,Luzhou,,15,0,,0,Zhejiang Province,Zhejiang,0
28,2020-02-04,Huzhou,,9,1,,0,Zhejiang Province,Zhejiang,0
29,2020-02-04,Zhoushan,,7,2,,0,Zhejiang Province,Zhejiang,0
30,2020-02-04,,,813,30,,0,Guangdong Province,Guangdong,0
31,2020-02-04,Shenzhen,,271,13,,0,Guangdong Province,Guangdong,0
32,2020-02-04,Guangzhou,,224,3,,0,Guangdong Province,Guangdong,0
33,2020-02-04,Zhuhai,,64,1,,0,Guangdong Province,Guangdong,0
34,2020-02-04,Foshan,,49,1,,0,Guangdong Province,Guangdong,0
35,2020-02-04,Dongguan,,37,0,,0,Guangdong Province,Guangdong,0
36,2020-02-04,Zhongshan,,31,3,,0,Guangdong Province,Guangdong,0
37,2020-02-04,Huizhou,,29,1,,0,Guangdong Province,Guangdong,0
38,2020-02-04,Shantou,,18,3,,0,Guangdong Province,Guangdong,0
39,2020-02-04,Zhanjiang,,18,1,,0,Guangdong Province,Guangdong,0
40,2020-02-04,Yangjiang,,12,0,,0,Guangdong Province,Guangdong,0
41,2020-02-04,Zhaoqing,,10,1,,0,Guangdong Province,Guangdong,0
42,2020-02-04,Meizhou,,9,0,,0,Guangdong Province,Guangdong,0
43,2020-02-04,Qingyuan,,8,2,,0,Guangdong Province,Guangdong,0
44,2020-02-04,Shaoguan,,6,1,,0,Guangdong Province,Guangdong,0
45,2020-02-04,Jieyang,,6,0,,0,Guangdong Province,Guangdong,0
46,2020-02-04,Jiangmen,,6,0,,0,Guangdong Province,Guangdong,0
47,2020-02-04,Shanwei,,5,0,,0,Guangdong Province,Guangdong,0
48,2020-02-04,Maoming,,5,0,,0,Guangdong Province,Guangdong,0
49,2020-02-04,Chaozhou,,4,0,,0,Guangdong Province,Guangdong,0
50,2020-02-04,Heyuan,,1,0,,0,Guangdong Province,Guangdong,0
51,2020-02-04,,待明确地区：治愈 2；参考卫健委统计口径，部分县区与地级市合并,675,27,,2,Henan Province,Henan,2
52,2020-02-04,Xinyang,,112,6,,0,Henan Province,Henan,0
53,2020-02-04,Nanyang,,99,2,,2,Henan Province,Henan,2
54,2020-02-04,Zhengzhou,,85,13,,0,Henan Province,Henan,0
55,2020-02-04,Zhumadian,,72,0,,0,Henan Province,Henan,0
56,2020-02-04,Shangqiu,,60,0,,0,Henan Province,Henan,0
57,2020-02-04,Zhoukou,,52,1,,0,Henan Province,Henan,0
58,2020-02-04,Xinxiang,,33,0,,0,Henan Province,Henan,0
59,2020-02-04,Anyang,,33,1,,0,Henan Province,Henan,0
60,2020-02-04,Pingdingshan,,28,0,,0,Henan Province,Henan,0
61,2020-02-04,Luohe,,23,0,,0,Henan Province,Henan,0
62,2020-02-04,Xu Chang,,19,0,,0,Henan Province,Henan,0
63,2020-02-04,Luoyang,,12,1,,0,Henan Province,Henan,0
64,2020-02-04,Kaifeng,,12,1,,0,Henan Province,Henan,0
65,2020-02-04,Jiaozuo,,12,0,,0,Henan Province,Henan,0
66,2020-02-04,Hebi,,10,0,,0,Henan Province,Henan,0
67,2020-02-04,Sanmenxia,,7,0,,0,Henan Province,Henan,0
68,2020-02-04,Liyang,,4,0,,0,Henan Province,Henan,0
69,2020-02-04,Jiyuan,,2,0,,0,Henan Province,Henan,0
70,2020-02-04,,,593,31,,0,Hunan Province,Hunan,0
71,2020-02-04,Changsha,,148,6,,0,Hunan Province,Hunan,0
72,2020-02-04,Yue Yang,,83,0,,0,Hunan Province,Hunan,0
73,2020-02-04,Shao Yang,,55,2,,0,Hunan Province,Hunan,0
74,2020-02-04,Changde,,50,3,,0,Hunan Province,Hunan,0
75,2020-02-04,Lou Di,,40,3,,0,Hunan Province,Hunan,0
76,2020-02-04,Huaihua,,35,1,,0,Hunan Province,Hunan,0
77,2020-02-04,Hengyang,,35,4,,0,Hunan Province,Hunan,0
78,2020-02-04,Yiyang,,35,1,,0,Hunan Province,Hunan,0
79,2020-02-04,Zhuzhou,,34,1,,0,Hunan Province,Hunan,0
80,2020-02-04,Yongzhou,,26,5,,0,Hunan Province,Hunan,0
81,2020-02-04,Luzhou,,22,1,,0,Hunan Province,Hunan,0
82,2020-02-04,Xiangtan,,21,3,,0,Hunan Province,Hunan,0
83,2020-02-04,Xiangxi Autonomous Prefecture,,6,1,,0,Hunan Province,Hunan,0
84,2020-02-04,Zhangjiajie,,3,0,,0,Hunan Province,Hunan,0
85,2020-02-04,,,480,20,,0,Anhui Province,Anhui,0
86,2020-02-04,Hefei,,81,5,,0,Anhui Province,Anhui,0
87,2020-02-04,Fuyang,,79,3,,0,Anhui Province,Anhui,0
88,2020-02-04,Anqing,,55,3,,0,Anhui Province,Anhui,0
89,2020-02-04,Luzhou,,48,2,,0,Anhui Province,Anhui,0
90,2020-02-04,Bengbu,,43,0,,0,Anhui Province,Anhui,0
91,2020-02-04,Lu'an,,30,1,,0,Anhui Province,Anhui,0
92,2020-02-04,Maanshan,,28,1,,0,Anhui Province,Anhui,0
93,2020-02-04,Suzhou,,23,0,,0,Anhui Province,Anhui,0
94,2020-02-04,Wuhu,,21,1,,0,Anhui Province,Anhui,0
95,2020-02-04,Tongling,,19,1,,0,Anhui Province,Anhui,0
96,2020-02-04,Luzhou,,11,1,,0,Anhui Province,Anhui,0
97,2020-02-04,Huaibei,,11,0,,0,Anhui Province,Anhui,0
98,2020-02-04,Chizhou,,10,1,,0,Anhui Province,Anhui,0
99,2020-02-04,Huangshan,,9,0,,0,Anhui Province,Anhui,0
100,2020-02-04,Huainan,,8,0,,0,Anhui Province,Anhui,0
101,2020-02-04,Xuancheng,,4,1,,0,Anhui Province,Anhui,0
102,2020-02-04,,,476,20,,0,Jiangxi Province,Jiangxi,0
103,2020-02-04,Nanchang,,121,4,,0,Jiangxi Province,Jiangxi,0
104,2020-02-04,Jiujiang,,78,3,,0,Jiangxi Province,Jiangxi,0
105,2020-02-04,Xinyu,,59,3,,0,Jiangxi Province,Jiangxi,0
106,2020-02-04,Shangrao,,50,4,,0,Jiangxi Province,Jiangxi,0
107,2020-02-04,Yichun,,45,2,,0,Jiangxi Province,Jiangxi,0
108,2020-02-04,Ganzhou,,42,1,,0,Jiangxi Province,Jiangxi,0
109,2020-02-04,Fuzhou,,34,0,,0,Jiangxi Province,Jiangxi,0
110,2020-02-04,Pingxiang,,20,1,,0,Jiangxi Province,Jiangxi,0
111,2020-02-04,Gian,,15,1,,0,Jiangxi Province,Jiangxi,0
112,2020-02-04,Yingtan,,8,0,,0,Jiangxi Province,Jiangxi,0
113,2020-02-04,Jingdezhen,,4,1,,0,Jiangxi Province,Jiangxi,0
114,2020-02-04,,,344,9,,2,Chongqing,Chongqing,0
115,2020-02-04,Wanzhou District,,60,0,,1,Chongqing,Chongqing,0
116,2020-02-04,Kaizhou District,,18,0,,0,Chongqing,Chongqing,0
117,2020-02-04,Yunyang County,,18,1,,0,Chongqing,Chongqing,0
118,2020-02-04,Jiangbei District,,16,0,,0,Chongqing,Chongqing,0
119,2020-02-04,Jiulongpo District,,15,0,,1,Chongqing,Chongqing,0
120,2020-02-04,Zhongxian,,15,0,,0,Chongqing,Chongqing,0
121,2020-02-04,Dianjiang County,,13,1,,0,Chongqing,Chongqing,0
122,2020-02-04,Liangjiang New District,,13,0,,0,Chongqing,Chongqing,0
123,2020-02-04,Yuzhong District,,13,0,,0,Chongqing,Chongqing,0
124,2020-02-04,Yu Bei District,,12,0,,0,Chongqing,Chongqing,0
125,2020-02-04,Changshou District,,12,0,,0,Chongqing,Chongqing,0
126,2020-02-04,Shizhu County,,12,0,,0,Chongqing,Chongqing,0
127,2020-02-04,Wuxi County,,11,0,,0,Chongqing,Chongqing,0
128,2020-02-04,Qijiang District,,10,0,,0,Chongqing,Chongqing,0
129,2020-02-04,Hechuan District,,9,0,,0,Chongqing,Chongqing,0
130,2020-02-04,Fengjie County,,9,0,,0,Chongqing,Chongqing,0
131,2020-02-04,Laoshan District,,8,0,,0,Chongqing,Chongqing,0
132,2020-02-04,Rongchang District,,8,0,,0,Chongqing,Chongqing,0
133,2020-02-04,Dadukou District,,7,0,,0,Chongqing,Chongqing,0
134,2020-02-04,Dazu District,,7,0,,0,Chongqing,Chongqing,0
135,2020-02-04,Tongliang District,,7,0,,0,Chongqing,Chongqing,0
136,2020-02-04,Wushan County,,7,4,,0,Chongqing,Chongqing,0
137,2020-02-04,South Bank area,,7,0,,0,Chongqing,Chongqing,0
138,2020-02-04,Fengdu County,,6,1,,0,Chongqing,Chongqing,0
139,2020-02-04,Taonan District,,5,0,,0,Chongqing,Chongqing,0
140,2020-02-04,Banan District,,3,0,,0,Chongqing,Chongqing,0
141,2020-02-04,Jiangjin District,,3,0,,0,Chongqing,Chongqing,0
142,2020-02-04,Yongchuan District,,3,1,,0,Chongqing,Chongqing,0
143,2020-02-04,Liangping District,,3,0,,0,Chongqing,Chongqing,0
144,2020-02-04,Fuling District,,2,0,,0,Chongqing,Chongqing,0
145,2020-02-04,Chengkou County,,2,0,,0,Chongqing,Chongqing,0
146,2020-02-04,Qianjiang District,,2,0,,0,Chongqing,Chongqing,0
147,2020-02-04,Shapingba District,,2,0,,0,Chongqing,Chongqing,0
148,2020-02-04,Pengshui County,,2,0,,0,Chongqing,Chongqing,0
149,2020-02-04,High-tech Zone,,2,0,,0,Chongqing,Chongqing,0
150,2020-02-04,Xiushan County,,1,1,,0,Chongqing,Chongqing,0
151,2020-02-04,Wulong District,,1,0,,0,Chongqing,Chongqing,0
152,2020-02-04,,,308,12,,0,Jiangsu Province,Jiangsu,0
153,2020-02-04,Suzhou,,52,3,,0,Jiangsu Province,Jiangsu,0
154,2020-02-04,Nanjing,,44,4,,0,Jiangsu Province,Jiangsu,0
155,2020-02-04,Xuzhou,,39,0,,0,Jiangsu Province,Jiangsu,0
156,2020-02-04,Wuxi,,25,1,,0,Jiangsu Province,Jiangsu,0
157,2020-02-04,Taizhou,,23,0,,0,Jiangsu Province,Jiangsu,0
158,2020-02-04,Nantong,,22,0,,0,Jiangsu Province,Jiangsu,0
159,2020-02-04,Huaian,,22,1,,0,Jiangsu Province,Jiangsu,0
160,2020-02-04,Changzhou,,19,2,,0,Jiangsu Province,Jiangsu,0
161,2020-02-04,Lianyungang,,17,1,,0,Jiangsu Province,Jiangsu,0
162,2020-02-04,Yangzhou,,15,0,,0,Jiangsu Province,Jiangsu,0
163,2020-02-04,Yancheng,,15,0,,0,Jiangsu Province,Jiangsu,0
164,2020-02-04,Suqian,,10,0,,0,Jiangsu Province,Jiangsu,0
165,2020-02-04,Zhenjiang,,5,0,,0,Jiangsu Province,Jiangsu,0
166,2020-02-04,,,282,14,,1,Sichuan Province,Sichuan,0
167,2020-02-04,Chengdu,,87,10,,1,Sichuan Province,Sichuan,0
168,2020-02-04,Nanchong,,27,0,,0,Sichuan Province,Sichuan,0
169,2020-02-04,Guang'an,,24,1,,0,Sichuan Province,Sichuan,0
170,2020-02-04,Mianyang,,17,1,,0,Sichuan Province,Sichuan,0
171,2020-02-04,Neijiang,,15,0,,0,Sichuan Province,Sichuan,0
172,2020-02-04,Dazhou,,13,1,,0,Sichuan Province,Sichuan,0
173,2020-02-04,Deyang,,12,0,,0,Sichuan Province,Sichuan,0
174,2020-02-04,Bazhong,,12,0,,0,Sichuan Province,Sichuan,0
175,2020-02-04,Panzhihua,,10,0,,0,Sichuan Province,Sichuan,0
176,2020-02-04,Zigong,,9,0,,0,Sichuan Province,Sichuan,0
177,2020-02-04,Luzhou,,9,0,,0,Sichuan Province,Sichuan,0
178,2020-02-04,Ganzi Prefecture,,8,0,,0,Sichuan Province,Sichuan,0
179,2020-02-04,Yibin,,7,0,,0,Sichuan Province,Sichuan,0
180,2020-02-04,Liangshan Prefecture,,6,0,,0,Sichuan Province,Sichuan,0
181,2020-02-04,Guangyuan,,6,0,,0,Sichuan Province,Sichuan,0
182,2020-02-04,Suining,,5,1,,0,Sichuan Province,Sichuan,0
183,2020-02-04,Yaan,,5,0,,0,Sichuan Province,Sichuan,0
184,2020-02-04,Meishan,,5,0,,0,Sichuan Province,Sichuan,0
185,2020-02-04,Leshan,,2,0,,0,Sichuan Province,Sichuan,0
186,2020-02-04,Ziyang,,2,0,,0,Sichuan Province,Sichuan,0
187,2020-02-04,Aba,,1,0,,0,Sichuan Province,Sichuan,0
188,2020-02-04,,,275,11,,0,Shandong Province,Shandong,0
189,2020-02-04,Qingdao,,32,3,,0,Shandong Province,Shandong,0
190,2020-02-04,Linyi,,28,1,,0,Shandong Province,Shandong,0
191,2020-02-04,Yantai,,26,0,,0,Shandong Province,Shandong,0
192,2020-02-04,Weihai,,25,2,,0,Shandong Province,Shandong,0
193,2020-02-04,Jinan,,25,0,,0,Shandong Province,Shandong,0
194,2020-02-04,Jining,,21,3,,0,Shandong Province,Shandong,0
195,2020-02-04,Texas,,19,1,,0,Shandong Province,Shandong,0
196,2020-02-04,Zaozhuang,,16,0,,0,Shandong Province,Shandong,0
197,2020-02-04,sunshine,,14,0,,0,Shandong Province,Shandong,0
198,2020-02-04,Weifang,,14,0,,0,Shandong Province,Shandong,0
199,2020-02-04,Zibo,,12,0,,0,Shandong Province,Shandong,0
200,2020-02-04,Taian,,12,1,,0,Shandong Province,Shandong,0
201,2020-02-04,Binzhou,,11,0,,0,Shandong Province,Shandong,0
202,2020-02-04,Liaocheng,,10,0,,0,Shandong Province,Shandong,0
203,2020-02-04,Heze,,10,0,,0,Shandong Province,Shandong,0
204,2020-02-04,,,228,23,,1,Beijing,Beijing,0
205,2020-02-04,Haidian District,,45,0,,0,Beijing,Beijing,0
206,2020-02-04,Chaoyang District,,36,0,,0,Beijing,Beijing,0
207,2020-02-04,Daxing District,,29,2,,0,Beijing,Beijing,0
208,2020-02-04,Xicheng District,,28,0,,0,Beijing,Beijing,0
209,2020-02-04,Foreigners coming to Beijing,,20,2,,0,Beijing,Beijing,0
210,2020-02-04,Fengtai District,,18,0,,0,Beijing,Beijing,0
211,2020-02-04,Changping District,,14,0,,0,Beijing,Beijing,0
212,2020-02-04,Tongzhou District,,13,0,,0,Beijing,Beijing,0
213,2020-02-04,Shijingshan District,,6,0,,0,Beijing,Beijing,0
214,2020-02-04,Shunyi District,,5,0,,0,Beijing,Beijing,0
215,2020-02-04,Fangshan District,,5,0,,0,Beijing,Beijing,0
216,2020-02-04,Mentougou District,,3,0,,0,Beijing,Beijing,0
217,2020-02-04,Huairou District,,3,0,,0,Beijing,Beijing,0
218,2020-02-04,Dongcheng Area,,2,0,,0,Beijing,Beijing,0
219,2020-02-04,Yanqing District,,1,0,,0,Beijing,Beijing,0
220,2020-02-04,Area to be identified,,0,19,,1,Beijing,Beijing,0
221,2020-02-04,,治愈数据统一归属上海市公卫临床中心，暂无具体分区,219,12,,1,Shanghai,Shanghai,0
222,2020-02-04,Foreigners coming to Shanghai,,81,6,,1,Shanghai,Shanghai,0
223,2020-02-04,Pudong New Area,,43,0,,0,Shanghai,Shanghai,0
224,2020-02-04,Baoshan District,,12,0,,0,Shanghai,Shanghai,0
225,2020-02-04,Xuhui District,,11,0,,0,Shanghai,Shanghai,0
226,2020-02-04,Minhang District,,10,0,,0,Shanghai,Shanghai,0
227,2020-02-04,Jing'an District,,10,0,,0,Shanghai,Shanghai,0
228,2020-02-04,Changning District,,8,0,,0,Shanghai,Shanghai,0
229,2020-02-04,Songjiang District,,8,0,,0,Shanghai,Shanghai,0
230,2020-02-04,Putuo District,,6,0,,0,Shanghai,Shanghai,0
231,2020-02-04,Fengxian District,,6,0,,0,Shanghai,Shanghai,0
232,2020-02-04,Hongkou District,,5,0,,0,Shanghai,Shanghai,0
233,2020-02-04,Huangpu District,,5,0,,0,Shanghai,Shanghai,0
234,2020-02-04,Yangpu District,,5,0,,0,Shanghai,Shanghai,0
235,2020-02-04,Jiading District,,3,0,,0,Shanghai,Shanghai,0
236,2020-02-04,Qingpu District,,3,0,,0,Shanghai,Shanghai,0
237,2020-02-04,Jinshan District,,2,0,,0,Shanghai,Shanghai,0
238,2020-02-04,Chongming District,,1,0,,0,Shanghai,Shanghai,0
239,2020-02-04,Unknown area,,0,6,,0,Shanghai,Shanghai,0
240,2020-02-04,,,194,3,,0,Fujian Province,Fujian,0
241,2020-02-04,Fuzhou,,53,2,,0,Fujian Province,Fujian,0
242,2020-02-04,Putian,,37,1,,0,Fujian Province,Fujian,0
243,2020-02-04,Quanzhou,,35,0,,0,Fujian Province,Fujian,0
244,2020-02-04,Xiamen,,20,0,,0,Fujian Province,Fujian,0
245,2020-02-04,Zhangzhou,,13,0,,0,Fujian Province,Fujian,0
246,2020-02-04,Ningde,,12,0,,0,Fujian Province,Fujian,0
247,2020-02-04,Sanming,,11,0,,0,Fujian Province,Fujian,0
248,2020-02-04,Nanping,,11,0,,0,Fujian Province,Fujian,0
249,2020-02-04,Longyan,,2,0,,0,Fujian Province,Fujian,0
250,2020-02-04,,,155,4,,2,Heilongjiang Province,Heilongjiang,0
251,2020-02-04,Harbin,,63,4,,0,Heilongjiang Province,Heilongjiang,0
252,2020-02-04,Suihua,,22,0,,2,Heilongjiang Province,Heilongjiang,0
253,2020-02-04,Shuangyashan,,12,0,,0,Heilongjiang Province,Heilongjiang,0
254,2020-02-04,Daqing,,11,0,,0,Heilongjiang Province,Heilongjiang,0
255,2020-02-04,Jiamusi,,11,0,,0,Heilongjiang Province,Heilongjiang,0
256,2020-02-04,Jixi,,9,0,,0,Heilongjiang Province,Heilongjiang,0
257,2020-02-04,Mudanjiang,,8,0,,0,Heilongjiang Province,Heilongjiang,0
258,2020-02-04,Qitaihe,,8,0,,0,Heilongjiang Province,Heilongjiang,0
259,2020-02-04,Qiqihar,,6,0,,0,Heilongjiang Province,Heilongjiang,0
260,2020-02-04,Daxinganling,,2,0,,0,Heilongjiang Province,Heilongjiang,0
261,2020-02-04,Hegang,,2,0,,0,Heilongjiang Province,Heilongjiang,0
262,2020-02-04,Heihe,,1,0,,0,Heilongjiang Province,Heilongjiang,0
263,2020-02-04,,,142,2,,0,Shaanxi Province,Shaanxi,0
264,2020-02-04,Xi'an,,60,2,,0,Shaanxi Province,Shaanxi,0
265,2020-02-04,Ankang,,17,0,,0,Shaanxi Province,Shaanxi,0
266,2020-02-04,Hanzhong,,16,0,,0,Shaanxi Province,Shaanxi,0
267,2020-02-04,Xianyang,,11,0,,0,Shaanxi Province,Shaanxi,0
268,2020-02-04,Baoji,,10,0,,0,Shaanxi Province,Shaanxi,0
269,2020-02-04,Yan'an,,7,0,,0,Shaanxi Province,Shaanxi,0
270,2020-02-04,Tongchuan,,7,0,,0,Shaanxi Province,Shaanxi,0
271,2020-02-04,Weinan,,6,0,,0,Shaanxi Province,Shaanxi,0
272,2020-02-04,Shangluo,,5,0,,0,Shaanxi Province,Shaanxi,0
273,2020-02-04,Yulin,,1,0,,0,Shaanxi Province,Shaanxi,0
274,2020-02-04,Hancheng,,1,0,,0,Shaanxi Province,Shaanxi,0
275,2020-02-04,Yang Ling,,1,0,,0,Shaanxi Province,Shaanxi,0
276,2020-02-04,,,139,10,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
277,2020-02-04,Nanning,,27,0,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
278,2020-02-04,North Sea,,27,2,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
279,2020-02-04,Guilin,,24,4,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
280,2020-02-04,Liuzhou,,15,1,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
281,2020-02-04,Fangchenggang,,11,1,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
282,2020-02-04,Yulin,,8,0,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
283,2020-02-04,Hechi,,8,0,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
284,2020-02-04,Wuzhou,,5,2,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
285,2020-02-04,Guigang,,5,0,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
286,2020-02-04,Hezhou,,4,0,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
287,2020-02-04,Qinzhou,,3,0,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
288,2020-02-04,Baise,,2,0,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
289,2020-02-04,,,126,4,,1,Hebei Province,Hebei,0
290,2020-02-04,Shijiazhuang,,21,1,,0,Hebei Province,Hebei,0
291,2020-02-04,Cangzhou,,20,0,,1,Hebei Province,Hebei,0
292,2020-02-04,Xingtai,,16,0,,0,Hebei Province,Hebei,0
293,2020-02-04,Handan,,14,0,,0,Hebei Province,Hebei,0
294,2020-02-04,Baoding,,13,2,,0,Hebei Province,Hebei,0
295,2020-02-04,Langfang,,12,1,,0,Hebei Province,Hebei,0
296,2020-02-04,Tangshan,,11,0,,0,Hebei Province,Hebei,0
297,2020-02-04,Zhangjiakou,,9,0,,0,Hebei Province,Hebei,0
298,2020-02-04,Hengshui,,5,0,,0,Hebei Province,Hebei,0
299,2020-02-04,Chengde,,3,0,,0,Hebei Province,Hebei,0
300,2020-02-04,Qinhuangdao,,2,0,,0,Hebei Province,Hebei,0
301,2020-02-04,,,119,5,,0,Yunnan Province,Yunnan,0
302,2020-02-04,Kunming,,34,0,,0,Yunnan Province,Yunnan,0
303,2020-02-04,Xishuangbanna,,13,1,,0,Yunnan Province,Yunnan,0
304,2020-02-04,Yuxi,,12,1,,0,Yunnan Province,Yunnan,0
305,2020-02-04,Zhaotong,,9,0,,0,Yunnan Province,Yunnan,0
306,2020-02-04,Qu Jing,,9,1,,0,Yunnan Province,Yunnan,0
307,2020-02-04,Baoshan,,8,0,,0,Yunnan Province,Yunnan,0
308,2020-02-04,Lijiang,,7,0,,0,Yunnan Province,Yunnan,0
309,2020-02-04,Dali,,7,1,,0,Yunnan Province,Yunnan,0
310,2020-02-04,Red river,,5,1,,0,Yunnan Province,Yunnan,0
311,2020-02-04,Dehong,,5,0,,0,Yunnan Province,Yunnan,0
312,2020-02-04,Pu'er,,4,0,,0,Yunnan Province,Yunnan,0
313,2020-02-04,Chuxiong,,4,0,,0,Yunnan Province,Yunnan,0
314,2020-02-04,Lincang,,1,0,,0,Yunnan Province,Yunnan,0
315,2020-02-04,Wenshan,,1,0,,0,Yunnan Province,Yunnan,0
316,2020-02-04,,,81,2,,0,Liaoning Province,Liaoning,0
317,2020-02-04,Shenyang,,18,0,,0,Liaoning Province,Liaoning,0
318,2020-02-04,Dalian,,13,2,,0,Liaoning Province,Liaoning,0
319,2020-02-04,Panjin,,8,0,,0,Liaoning Province,Liaoning,0
320,2020-02-04,Jinzhou,,7,0,,0,Liaoning Province,Liaoning,0
321,2020-02-04,Fuxin,,7,0,,0,Liaoning Province,Liaoning,0
322,2020-02-04,Chaoyang,,6,0,,0,Liaoning Province,Liaoning,0
323,2020-02-04,Dandong,,6,0,,0,Liaoning Province,Liaoning,0
324,2020-02-04,Huludao,,6,0,,0,Liaoning Province,Liaoning,0
325,2020-02-04,Benxi,,3,0,,0,Liaoning Province,Liaoning,0
326,2020-02-04,Tieling,,3,0,,0,Liaoning Province,Liaoning,0
327,2020-02-04,Liaoyang,,2,0,,0,Liaoning Province,Liaoning,0
328,2020-02-04,Yingkou,,1,0,,0,Liaoning Province,Liaoning,0
329,2020-02-04,Anshan,,1,0,,0,Liaoning Province,Liaoning,0
330,2020-02-04,,,80,5,,1,Hainan,Hainan,0
331,2020-02-04,Sanya,,18,5,,0,Hainan,Hainan,0
332,2020-02-04,Haikou,,14,0,,0,Hainan,Hainan,0
333,2020-02-04,Wanning,,11,0,,0,Hainan,Hainan,0
334,2020-02-04,Luzhou,,8,0,,0,Hainan,Hainan,0
335,2020-02-04,Qionghai,,6,0,,0,Hainan,Hainan,0
336,2020-02-04,Lingshui,,5,0,,0,Hainan,Hainan,0
337,2020-02-04,Lingao,,4,0,,0,Hainan,Hainan,0
338,2020-02-04,Chengmai,,3,0,,1,Hainan,Hainan,0
339,2020-02-04,Ding'an,,3,0,,0,Hainan,Hainan,0
340,2020-02-04,Changjiang,,3,0,,0,Hainan,Hainan,0
341,2020-02-04,East,,2,0,,0,Hainan,Hainan,0
342,2020-02-04,Qiongzhong,,1,0,,0,Hainan,Hainan,0
343,2020-02-04,Ledong,,1,0,,0,Hainan,Hainan,0
344,2020-02-04,Wenchang,,1,0,,0,Hainan,Hainan,0
345,2020-02-04,,,74,4,,0,Shanxi Province,Shanxi,0
346,2020-02-04,Jinzhong,,19,2,,0,Shanxi Province,Shanxi,0
347,2020-02-04,Yuncheng,,16,1,,0,Shanxi Province,Shanxi,0
348,2020-02-04,Datong,,9,0,,0,Shanxi Province,Shanxi,0
349,2020-02-04,Jincheng,,7,0,,0,Shanxi Province,Shanxi,0
350,2020-02-04,Taiyuan,,6,1,,0,Shanxi Province,Shanxi,0
351,2020-02-04,Lu Liang,,5,0,,0,Shanxi Province,Shanxi,0
352,2020-02-04,Changzhi,,3,0,,0,Shanxi Province,Shanxi,0
353,2020-02-04,Shuozhou,,3,0,,0,Shanxi Province,Shanxi,0
354,2020-02-04,Xinzhou,,3,0,,0,Shanxi Province,Shanxi,0
355,2020-02-04,Yangquan,,2,0,,0,Shanxi Province,Shanxi,0
356,2020-02-04,Linfen,,1,0,,0,Shanxi Province,Shanxi,0
357,2020-02-04,,待明确地区 : 治愈 1,67,2,,0,Tianjin,Tianjin,0
358,2020-02-04,Baodi District,,13,0,,0,Tianjin,Tianjin,0
